asset,commission_year,decommissionable,initial_storage_units,initial_units,milestone_year
EE_Wind_Onshore,2050,false,0.0,0.0,2050
EE_Wind_Offshore,2050,false,0.0,0.0,2050
EE_Coal,2050,false,0.0,0.0,2050
EE_Nuclear,2050,false,0.0,0.0,2050
EE_CCGT,2050,false,0.0,0.0,2050
EE_OCGT,2050,false,0.0,0.0,2050
EE_Battery,2050,false,0.0,0.0,2050
MT_Solar,2050,false,0.0,0.0,2050
MT_Wind_Onshore,2050,false,0.0,0.0,2050
MT_Wind_Offshore,2050,false,0.0,0.0,2050
MT_Coal,2050,false,0.0,0.0,2050
MT_Nuclear,2050,false,0.0,0.0,2050
MT_CCGT,2050,false,0.0,0.0,2050
MT_OCGT,2050,false,0.0,0.0,2050
MT_Battery,2050,false,0.0,0.0,2050
CY_Solar,2050,false,0.0,0.0,2050
CY_Wind_Onshore,2050,false,0.0,0.0,2050
CY_Wind_Offshore,2050,false,0.0,0.0,2050
CY_Coal,2050,false,0.0,0.0,2050
CY_Nuclear,2050,false,0.0,0.0,2050
CY_CCGT,2050,false,0.0,0.0,2050
CY_OCGT,2050,false,0.0,0.0,2050
CY_Battery,2050,false,0.0,0.0,2050
BG_Solar,2050,false,0.0,0.0,2050
BG_Wind_Onshore,2050,false,0.0,0.0,2050
BG_Wind_Offshore,2050,false,0.0,0.0,2050
BG_Coal,2050,false,0.0,0.0,2050
BG_Nuclear,2050,false,0.0,0.0,2050
BG_CCGT,2050,false,0.0,0.0,2050
BG_OCGT,2050,false,0.0,0.0,2050
BG_Battery,2050,false,0.0,0.0,2050
