capacity,carrier,discount_rate,economic_lifetime,from_asset,investment_integer,is_transport,technical_lifetime,to_asset
1000.0,electricity,0.0,1.0,PL_Wind_Offshore,True,True,1.0,PL_E_Balance
1000.0,electricity,0.0,1.0,PL_Solar,True,True,1.0,PL_E_Balance
0.0,electricity,0.0,1.0,PL_Coal,False,False,1.0,PL_E_Balance
0.0,electricity,0.0,1.0,PL_Gas,False,False,1.0,PL_E_Balance
1000.0,electricity,0.0,1.0,SE_E_Balance,True,True,1.0,SE_E_Demand
1000.0,electricity,0.0,1.0,SE_E_ENS,True,True,1.0,SE_E_Demand
1000.0,electricity,0.0,1.0,SE_Wind_Onshore,True,True,1.0,SE_E_Balance
1000.0,electricity,0.0,1.0,SE_Wind_Offshore,True,True,1.0,SE_E_Balance
1000.0,electricity,0.0,1.0,SE_Solar,True,True,1.0,SE_E_Balance
1000.0,electricity,0.0,1.0,SE_Nuclear,True,True,1.0,SE_E_Balance
1000.0,electricity,0.0,1.0,SE_E_Balance,True,True,1.0,SE_Battery
0.0,electricity,0.0,1.0,SE_Battery,False,False,1.0,SE_E_Balance
0.0,electricity,0.0,1.0,SE_Gas,False,False,1.0,SE_E_Balance
0.0,electricity,0.0,1.0,SE_OCGT,False,False,1.0,SE_E_Balance
1000.0,electricity,0.0,1.0,NO_E_Balance,True,True,1.0,NO_E_Demand
1000.0,electricity,0.0,1.0,NO_E_ENS,True,True,1.0,NO_E_Demand
1000.0,electricity,0.0,1.0,NO_Wind_Onshore,True,True,1.0,NO_E_Balance
1000.0,electricity,0.0,1.0,NO_Wind_Offshore,True,True,1.0,NO_E_Balance
1000.0,electricity,0.0,1.0,NO_Solar,True,True,1.0,NO_E_Balance
1000.0,electricity,0.0,1.0,ES_E_Balance,True,True,1.0,ES_E_Demand
1000.0,electricity,0.0,1.0,ES_E_ENS,True,True,1.0,ES_E_Demand
1000.0,electricity,0.0,1.0,ES_Wind_Onshore,True,True,1.0,ES_E_Balance
1000.0,electricity,0.0,1.0,ES_Wind_Offshore,True,True,1.0,ES_E_Balance
1000.0,electricity,0.0,1.0,ES_Solar,True,True,1.0,ES_E_Balance
1000.0,electricity,0.0,1.0,ES_Nuclear,True,True,1.0,ES_E_Balance
1000.0,electricity,0.0,1.0,ES_E_Balance,True,True,1.0,ES_Battery
0.0,electricity,0.0,1.0,ES_Battery,False,False,1.0,ES_E_Balance
0.0,electricity,0.0,1.0,ES_Gas,False,False,1.0,ES_E_Balance
1000.0,electricity,0.0,1.0,PT_E_Balance,True,True,1.0,PT_E_Demand
1000.0,electricity,0.0,1.0,PT_E_ENS,True,True,1.0,PT_E_Demand
1000.0,electricity,0.0,1.0,PT_Wind_Onshore,True,True,1.0,PT_E_Balance
1000.0,electricity,0.0,1.0,PT_Wind_Offshore,True,True,1.0,PT_E_Balance
1000.0,electricity,0.0,1.0,PT_Solar,True,True,1.0,PT_E_Balance
0.0,electricity,0.0,1.0,PT_Gas,False,False,1.0,PT_E_Balance
1000.0,electricity,0.0,1.0,IT_E_Balance,True,True,1.0,IT_E_Demand
1000.0,electricity,0.0,1.0,IT_E_ENS,True,True,1.0,IT_E_Demand
1000.0,electricity,0.0,1.0,IT_Wind_Onshore,True,True,1.0,IT_E_Balance
1000.0,electricity,0.0,1.0,IT_Wind_Offshore,True,True,1.0,IT_E_Balance
1000.0,electricity,0.0,1.0,IT_Solar,True,True,1.0,IT_E_Balance
1000.0,electricity,0.0,1.0,IT_E_Balance,True,True,1.0,IT_Battery
0.0,electricity,0.0,1.0,IT_Battery,False,False,1.0,IT_E_Balance
0.0,electricity,0.0,1.0,IT_Gas,False,False,1.0,IT_E_Balance
0.0,electricity,0.0,1.0,IT_OCGT,False,False,1.0,IT_E_Balance
1000.0,electricity,0.0,1.0,MT_E_Balance,True,True,1.0,MT_E_Demand
1000.0,electricity,0.0,1.0,MT_E_ENS,True,True,1.0,MT_E_Demand
1000.0,electricity,0.0,1.0,MT_Solar,True,True,1.0,MT_E_Balance
0.0,electricity,0.0,1.0,MT_Gas,False,False,1.0,MT_E_Balance
1000.0,electricity,0.0,1.0,SI_E_Balance,True,True,1.0,SI_E_Demand
1000.0,electricity,0.0,1.0,SI_E_ENS,True,True,1.0,SI_E_Demand
1000.0,electricity,0.0,1.0,SI_Wind_Onshore,True,True,1.0,SI_E_Balance
0.0,electricity,0.0,1.0,SI_Wind_Offshore,False,False,1.0,SI_E_Balance
1000.0,electricity,0.0,1.0,SI_Solar,True,True,1.0,SI_E_Balance
1000.0,electricity,0.0,1.0,SI_Nuclear,True,True,1.0,SI_E_Balance
1000.0,electricity,0.0,1.0,SI_E_Balance,True,True,1.0,SI_Battery
0.0,electricity,0.0,1.0,SI_Battery,False,False,1.0,SI_E_Balance
0.0,electricity,0.0,1.0,SI_Coal,False,False,1.0,SI_E_Balance
0.0,electricity,0.0,1.0,SI_Gas,False,False,1.0,SI_E_Balance
0.0,electricity,0.0,1.0,SI_OCGT,False,False,1.0,SI_E_Balance
1000.0,electricity,0.0,1.0,HU_E_Balance,True,True,1.0,HU_E_Demand
1000.0,electricity,0.0,1.0,HU_E_ENS,True,True,1.0,HU_E_Demand
1000.0,electricity,0.0,1.0,HU_Wind_Onshore,True,True,1.0,HU_E_Balance
1000.0,electricity,0.0,1.0,HU_Solar,True,True,1.0,HU_E_Balance
1000.0,electricity,0.0,1.0,HU_Nuclear,True,True,1.0,HU_E_Balance
1000.0,electricity,0.0,1.0,HU_E_Balance,True,True,1.0,HU_Battery
0.0,electricity,0.0,1.0,HU_Battery,False,False,1.0,HU_E_Balance
0.0,electricity,0.0,1.0,HU_Gas,False,False,1.0,HU_E_Balance
0.0,electricity,0.0,1.0,HU_OCGT,False,False,1.0,HU_E_Balance
1000.0,electricity,0.0,1.0,SK_E_Balance,True,True,1.0,SK_E_Demand
1000.0,electricity,0.0,1.0,SK_E_ENS,True,True,1.0,SK_E_Demand
1000.0,electricity,0.0,1.0,SK_Wind_Onshore,True,True,1.0,SK_E_Balance
1000.0,electricity,0.0,1.0,SK_Solar,True,True,1.0,SK_E_Balance
1000.0,electricity,0.0,1.0,SK_Nuclear,True,True,1.0,SK_E_Balance
0.0,electricity,0.0,1.0,SK_Coal,False,False,1.0,SK_E_Balance
0.0,electricity,0.0,1.0,SK_Gas,False,False,1.0,SK_E_Balance
1000.0,electricity,0.0,1.0,LT_E_Balance,True,True,1.0,LT_E_Demand
1000.0,electricity,0.0,1.0,LT_E_ENS,True,True,1.0,LT_E_Demand
1000.0,electricity,0.0,1.0,LT_Wind_Onshore,True,True,1.0,LT_E_Balance
1000.0,electricity,0.0,1.0,LT_Wind_Offshore,True,True,1.0,LT_E_Balance
1000.0,electricity,0.0,1.0,LT_Solar,True,True,1.0,LT_E_Balance
1000.0,electricity,0.0,1.0,LT_E_Balance,True,True,1.0,LT_Battery
0.0,electricity,0.0,1.0,LT_Battery,False,False,1.0,LT_E_Balance
0.0,electricity,0.0,1.0,LT_Gas,False,False,1.0,LT_E_Balance
1000.0,electricity,0.0,1.0,LV_E_Balance,True,True,1.0,LV_E_Demand
1000.0,electricity,0.0,1.0,LV_E_ENS,True,True,1.0,LV_E_Demand
1000.0,electricity,0.0,1.0,LV_Wind_Onshore,True,True,1.0,LV_E_Balance
1000.0,electricity,0.0,1.0,LV_Wind_Offshore,True,True,1.0,LV_E_Balance
1000.0,electricity,0.0,1.0,LV_Solar,True,True,1.0,LV_E_Balance
0.0,electricity,0.0,1.0,LV_Gas,False,False,1.0,LV_E_Balance
1000.0,electricity,0.0,1.0,EE_E_Balance,True,True,1.0,EE_E_Demand
1000.0,electricity,0.0,1.0,EE_E_ENS,True,True,1.0,EE_E_Demand
1000.0,electricity,0.0,1.0,EE_Wind_Onshore,True,True,1.0,EE_E_Balance
1000.0,electricity,0.0,1.0,EE_Wind_Offshore,True,True,1.0,EE_E_Balance
1000.0,electricity,0.0,1.0,EE_Solar,True,True,1.0,EE_E_Balance
1000.0,electricity,0.0,1.0,FI_E_Balance,True,True,1.0,FI_E_Demand
1000.0,electricity,0.0,1.0,FI_E_ENS,True,True,1.0,FI_E_Demand
1000.0,electricity,0.0,1.0,FI_Wind_Onshore,True,True,1.0,FI_E_Balance
1000.0,electricity,0.0,1.0,FI_Wind_Offshore,True,True,1.0,FI_E_Balance
1000.0,electricity,0.0,1.0,FI_Solar,True,True,1.0,FI_E_Balance
1000.0,electricity,0.0,1.0,FI_Nuclear,True,True,1.0,FI_E_Balance
1000.0,electricity,0.0,1.0,FI_E_Balance,True,True,1.0,FI_Battery
0.0,electricity,0.0,1.0,FI_Battery,False,False,1.0,FI_E_Balance
0.0,electricity,0.0,1.0,FI_Gas,False,False,1.0,FI_E_Balance
0.0,electricity,0.0,1.0,FI_OCGT,False,False,1.0,FI_E_Balance
1000.0,electricity,0.0,1.0,HR_E_Balance,True,True,1.0,HR_E_Demand
1000.0,electricity,0.0,1.0,HR_E_ENS,True,True,1.0,HR_E_Demand
1000.0,electricity,0.0,1.0,HR_Wind_Onshore,True,True,1.0,HR_E_Balance
0.0,electricity,0.0,1.0,HR_Wind_Offshore,False,False,1.0,HR_E_Balance
1000.0,electricity,0.0,1.0,HR_Solar,True,True,1.0,HR_E_Balance
1000.0,electricity,0.0,1.0,HR_E_Balance,True,True,1.0,HR_Battery
0.0,electricity,0.0,1.0,HR_Battery,False,False,1.0,HR_E_Balance
0.0,electricity,0.0,1.0,HR_Coal,False,False,1.0,HR_E_Balance
0.0,electricity,0.0,1.0,HR_Gas,False,False,1.0,HR_E_Balance
1000.0,electricity,0.0,1.0,GR_E_Balance,True,True,1.0,GR_E_Demand
1000.0,electricity,0.0,1.0,GR_E_ENS,True,True,1.0,GR_E_Demand
1000.0,electricity,0.0,1.0,GR_Wind_Onshore,True,True,1.0,GR_E_Balance
1000.0,electricity,0.0,1.0,GR_Wind_Offshore,True,True,1.0,GR_E_Balance
1000.0,electricity,0.0,1.0,GR_Solar,True,True,1.0,GR_E_Balance
1000.0,electricity,0.0,1.0,GR_E_Balance,True,True,1.0,GR_Battery
0.0,electricity,0.0,1.0,GR_Battery,False,False,1.0,GR_E_Balance
0.0,electricity,0.0,1.0,GR_Gas,False,False,1.0,GR_E_Balance
0.0,electricity,0.0,1.0,GR_OCGT,False,False,1.0,GR_E_Balance
1000.0,electricity,0.0,1.0,BG_E_Balance,True,True,1.0,BG_E_Demand
1000.0,electricity,0.0,1.0,BG_E_ENS,True,True,1.0,BG_E_Demand
1000.0,electricity,0.0,1.0,BG_Wind_Onshore,True,True,1.0,BG_E_Balance
1000.0,electricity,0.0,1.0,BG_Solar,True,True,1.0,BG_E_Balance
1000.0,electricity,0.0,1.0,BG_Nuclear,True,True,1.0,BG_E_Balance
0.0,electricity,0.0,1.0,BG_Coal,False,False,1.0,BG_E_Balance
0.0,electricity,0.0,1.0,BG_Gas,False,False,1.0,BG_E_Balance
0.0,electricity,0.0,1.0,BG_OCGT,False,False,1.0,BG_E_Balance
1000.0,electricity,0.0,1.0,RO_E_Balance,True,True,1.0,RO_E_Demand
1000.0,electricity,0.0,1.0,RO_E_ENS,True,True,1.0,RO_E_Demand
1000.0,electricity,0.0,1.0,RO_Wind_Onshore,True,True,1.0,RO_E_Balance
0.0,electricity,0.0,1.0,RO_Wind_Offshore,False,False,1.0,RO_E_Balance
1000.0,electricity,0.0,1.0,RO_Solar,True,True,1.0,RO_E_Balance
1000.0,electricity,0.0,1.0,RO_Nuclear,True,True,1.0,RO_E_Balance
1000.0,electricity,0.0,1.0,RO_E_Balance,True,True,1.0,RO_Battery
0.0,electricity,0.0,1.0,RO_Battery,False,False,1.0,RO_E_Balance
0.0,electricity,0.0,1.0,RO_Coal,False,False,1.0,RO_E_Balance
0.0,electricity,0.0,1.0,RO_Gas,False,False,1.0,RO_E_Balance
0.0,electricity,0.0,1.0,RO_OCGT,False,False,1.0,RO_E_Balance
1000.0,electricity,0.0,1.0,CY_E_Balance,True,True,1.0,CY_E_Demand
1000.0,electricity,0.0,1.0,CY_E_ENS,True,True,1.0,CY_E_Demand
1000.0,electricity,0.0,1.0,CY_Wind_Onshore,True,True,1.0,CY_E_Balance
1000.0,electricity,0.0,1.0,CY_Solar,True,True,1.0,CY_E_Balance
1000.0,electricity,0.0,1.0,CY_E_Balance,True,True,1.0,CY_Battery
0.0,electricity,0.0,1.0,CY_Battery,False,False,1.0,CY_E_Balance
0.0,electricity,0.0,1.0,CY_Gas,False,False,1.0,CY_E_Balance
0.0,electricity,0.0,1.0,DK_Battery,False,False,1.0,DK_E_Balance
0.0,electricity,0.0,1.0,BG_Battery,False,False,1.0,BG_E_Balance
0.0,electricity,0.0,1.0,FR_Battery,False,False,1.0,FR_E_Balance
0.0,electricity,0.0,1.0,LV_Battery,False,False,1.0,LV_E_Balance
0.0,electricity,0.0,1.0,PT_Battery,False,False,1.0,PT_E_Balance
0.0,electricity,0.0,1.0,SK_Battery,False,False,1.0,SK_E_Balance
0.0,electricity,0.0,1.0,OBZLL_Wind_Offshore,False,False,1.0,OBZLL_E_Balance
0.0,electricity,0.0,1.0,NL_E_Balance,False,False,1.0,NL_electrolyzer
0.0,hydrogen,0.0,1.0,NL_electrolyzer,False,False,1.0,NL_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,NL_H_Demand
0.0,electricity,0.0,1.0,BE_E_Balance,False,False,1.0,BE_electrolyzer
0.0,hydrogen,0.0,1.0,BE_electrolyzer,False,False,1.0,BE_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,BE_H_Demand
0.0,electricity,0.0,1.0,DE_E_Balance,False,False,1.0,DE_electrolyzer
0.0,hydrogen,0.0,1.0,DE_electrolyzer,False,False,1.0,DE_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,DE_H_Demand
0.0,electricity,0.0,1.0,FR_E_Balance,False,False,1.0,FR_electrolyzer
0.0,hydrogen,0.0,1.0,FR_electrolyzer,False,False,1.0,FR_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,FR_H_Demand
0.0,electricity,0.0,1.0,DK_E_Balance,False,False,1.0,DK_electrolyzer
0.0,hydrogen,0.0,1.0,DK_electrolyzer,False,False,1.0,DK_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,DK_H_Demand
0.0,electricity,0.0,1.0,UK_E_Balance,False,False,1.0,UK_electrolyzer
0.0,hydrogen,0.0,1.0,UK_electrolyzer,False,False,1.0,UK_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,UK_H_Demand
0.0,electricity,0.0,1.0,IE_E_Balance,False,False,1.0,IE_electrolyzer
0.0,hydrogen,0.0,1.0,IE_electrolyzer,False,False,1.0,IE_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,IE_H_Demand
0.0,electricity,0.0,1.0,CH_E_Balance,False,False,1.0,CH_electrolyzer
0.0,hydrogen,0.0,1.0,CH_electrolyzer,False,False,1.0,CH_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,CH_H_Demand
0.0,electricity,0.0,1.0,AT_E_Balance,False,False,1.0,AT_electrolyzer
0.0,hydrogen,0.0,1.0,AT_electrolyzer,False,False,1.0,AT_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,AT_H_Demand
0.0,electricity,0.0,1.0,LU_E_Balance,False,False,1.0,LU_electrolyzer
0.0,hydrogen,0.0,1.0,LU_electrolyzer,False,False,1.0,LU_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,LU_H_Demand
0.0,electricity,0.0,1.0,CZ_E_Balance,False,False,1.0,CZ_electrolyzer
0.0,hydrogen,0.0,1.0,CZ_electrolyzer,False,False,1.0,CZ_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,CZ_H_Demand
0.0,electricity,0.0,1.0,PL_E_Balance,False,False,1.0,PL_electrolyzer
0.0,hydrogen,0.0,1.0,PL_electrolyzer,False,False,1.0,PL_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,PL_H_Demand
0.0,electricity,0.0,1.0,SE_E_Balance,False,False,1.0,SE_electrolyzer
0.0,hydrogen,0.0,1.0,SE_electrolyzer,False,False,1.0,SE_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,SE_H_Demand
0.0,electricity,0.0,1.0,NO_E_Balance,False,False,1.0,NO_electrolyzer
0.0,hydrogen,0.0,1.0,NO_electrolyzer,False,False,1.0,NO_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,NO_H_Demand
0.0,electricity,0.0,1.0,ES_E_Balance,False,False,1.0,ES_electrolyzer
0.0,hydrogen,0.0,1.0,ES_electrolyzer,False,False,1.0,ES_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,ES_H_Demand
0.0,electricity,0.0,1.0,PT_E_Balance,False,False,1.0,PT_electrolyzer
0.0,hydrogen,0.0,1.0,PT_electrolyzer,False,False,1.0,PT_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,PT_H_Demand
0.0,electricity,0.0,1.0,IT_E_Balance,False,False,1.0,IT_electrolyzer
0.0,hydrogen,0.0,1.0,IT_electrolyzer,False,False,1.0,IT_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,IT_H_Demand
0.0,electricity,0.0,1.0,MT_E_Balance,False,False,1.0,MT_electrolyzer
0.0,hydrogen,0.0,1.0,MT_electrolyzer,False,False,1.0,MT_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,MT_H_Demand
0.0,electricity,0.0,1.0,SI_E_Balance,False,False,1.0,SI_electrolyzer
0.0,hydrogen,0.0,1.0,SI_electrolyzer,False,False,1.0,SI_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,SI_H_Demand
0.0,electricity,0.0,1.0,HU_E_Balance,False,False,1.0,HU_electrolyzer
0.0,hydrogen,0.0,1.0,HU_electrolyzer,False,False,1.0,HU_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,HU_H_Demand
0.0,electricity,0.0,1.0,SK_E_Balance,False,False,1.0,SK_electrolyzer
0.0,hydrogen,0.0,1.0,SK_electrolyzer,False,False,1.0,SK_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,SK_H_Demand
0.0,electricity,0.0,1.0,LT_E_Balance,False,False,1.0,LT_electrolyzer
0.0,hydrogen,0.0,1.0,LT_electrolyzer,False,False,1.0,LT_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,LT_H_Demand
0.0,electricity,0.0,1.0,LV_E_Balance,False,False,1.0,LV_electrolyzer
0.0,hydrogen,0.0,1.0,LV_electrolyzer,False,False,1.0,LV_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,LV_H_Demand
0.0,electricity,0.0,1.0,EE_E_Balance,False,False,1.0,EE_electrolyzer
0.0,hydrogen,0.0,1.0,EE_electrolyzer,False,False,1.0,EE_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,EE_H_Demand
0.0,electricity,0.0,1.0,FI_E_Balance,False,False,1.0,FI_electrolyzer
0.0,hydrogen,0.0,1.0,FI_electrolyzer,False,False,1.0,FI_H_Demand
0.0,hydrogen,0.0,1.0,EU_SMR_CCS,False,False,1.0,FI_H_Demand
0.0,electricity,0.0,1.0,HR_E_Balance,False,False,1.0,HR_electrolyzer
0.0,hydrogen,0.0,1.0,HR_electrolyzer,False,False,1.0,HR_H_Demand
