asset,initial_storage_level,investable,max_energy_timeframe_partition,milestone_year,min_energy_timeframe_partition,peak_demand,storage_inflows,units_on_cost
BE_E_ENS,,False,,2050,,0.0,0,0.0
BE_Wind_Onshore,,True,,2050,,0.0,0,0.0
BE_Wind_Offshore,,True,,2050,,0.0,0,0.0
BE_Solar,,True,,2050,,0.0,0,0.0
BE_Gas,,False,,2050,,0.0,0,0.0
BE_OCGT,,False,,2050,,0.0,0,0.0
DE_E_ENS,,False,,2050,,0.0,0,0.0
DE_Wind_Onshore,,True,,2050,,0.0,0,0.0
DE_Wind_Offshore,,True,,2050,,0.0,0,0.0
DE_Solar,,True,,2050,,0.0,0,0.0
DE_Coal,,False,,2050,,0.0,0,0.0
DE_Gas,,False,,2050,,0.0,0,0.0
DE_OCGT,,False,,2050,,0.0,0,0.0
FR_E_ENS,,False,,2050,,0.0,0,0.0
FR_Wind_Onshore,,True,,2050,,0.0,0,0.0
FR_Wind_Offshore,,True,,2050,,0.0,0,0.0
FR_Solar,,True,,2050,,0.0,0,0.0
FR_Nuclear,,False,,2050,,0.0,0,0.0
FR_Gas,,False,,2050,,0.0,0,0.0
FR_OCGT,,False,,2050,,0.0,0,0.0
DK_E_ENS,,False,,2050,,0.0,0,0.0
DK_Wind_Onshore,,True,,2050,,0.0,0,0.0
DK_Wind_Offshore,,True,,2050,,0.0,0,0.0
DK_Solar,,True,,2050,,0.0,0,0.0
DK_Gas,,False,,2050,,0.0,0,0.0
DK_OCGT,,False,,2050,,0.0,0,0.0
UK_E_ENS,,False,,2050,,0.0,0,0.0
UK_Wind_Onshore,,True,,2050,,0.0,0,0.0
UK_Wind_Offshore,,True,,2050,,0.0,0,0.0
UK_Solar,,True,,2050,,0.0,0,0.0
UK_Nuclear,,False,,2050,,0.0,0,0.0
UK_Gas,,False,,2050,,0.0,0,0.0
UK_OCGT,,False,,2050,,0.0,0,0.0
IE_E_ENS,,False,,2050,,0.0,0,0.0
IE_Wind_Onshore,,True,,2050,,0.0,0,0.0
IE_Wind_Offshore,,True,,2050,,0.0,0,0.0
IE_Solar,,True,,2050,,0.0,0,0.0
IE_Gas,,False,,2050,,0.0,0,0.0
IE_OCGT,,False,,2050,,0.0,0,0.0
CH_E_ENS,,False,,2050,,0.0,0,0.0
CH_Wind_Onshore,,True,,2050,,0.0,0,0.0
CH_Solar,,True,,2050,,0.0,0,0.0
CH_Nuclear,,False,,2050,,0.0,0,0.0
AT_E_ENS,,False,,2050,,0.0,0,0.0
AT_Wind_Onshore,,True,,2050,,0.0,0,0.0
AT_Solar,,True,,2050,,0.0,0,0.0
AT_Gas,,False,,2050,,0.0,0,0.0
LU_E_ENS,,False,,2050,,0.0,0,0.0
LU_Wind_Onshore,,True,,2050,,0.0,0,0.0
LU_Solar,,True,,2050,,0.0,0,0.0
CZ_E_ENS,,False,,2050,,0.0,0,0.0
CZ_Wind_Onshore,,True,,2050,,0.0,0,0.0
CZ_Solar,,True,,2050,,0.0,0,0.0
CZ_Nuclear,,False,,2050,,0.0,0,0.0
CZ_Coal,,False,,2050,,0.0,0,0.0
CZ_Gas,,False,,2050,,0.0,0,0.0
PL_E_ENS,,False,,2050,,0.0,0,0.0
PL_Wind_Onshore,,True,,2050,,0.0,0,0.0
PL_Wind_Offshore,,True,,2050,,0.0,0,0.0
PL_Solar,,True,,2050,,0.0,0,0.0
PL_Coal,,False,,2050,,0.0,0,0.0
PL_Gas,,False,,2050,,0.0,0,0.0
SE_E_ENS,,False,,2050,,0.0,0,0.0
SE_Wind_Onshore,,True,,2050,,0.0,0,0.0
SE_Wind_Offshore,,True,,2050,,0.0,0,0.0
SE_Solar,,True,,2050,,0.0,0,0.0
SE_Nuclear,,False,,2050,,0.0,0,0.0
SE_Gas,,False,,2050,,0.0,0,0.0
SE_OCGT,,False,,2050,,0.0,0,0.0
NO_E_ENS,,False,,2050,,0.0,0,0.0
NO_Wind_Onshore,,True,,2050,,0.0,0,0.0
NO_Wind_Offshore,,True,,2050,,0.0,0,0.0
NO_Solar,,True,,2050,,0.0,0,0.0
ES_E_ENS,,False,,2050,,0.0,0,0.0
ES_Wind_Onshore,,True,,2050,,0.0,0,0.0
ES_Wind_Offshore,,True,,2050,,0.0,0,0.0
ES_Solar,,True,,2050,,0.0,0,0.0
ES_Nuclear,,False,,2050,,0.0,0,0.0
ES_Gas,,False,,2050,,0.0,0,0.0
PT_E_ENS,,False,,2050,,0.0,0,0.0
PT_Wind_Onshore,,True,,2050,,0.0,0,0.0
PT_Wind_Offshore,,True,,2050,,0.0,0,0.0
PT_Solar,,True,,2050,,0.0,0,0.0
PT_Gas,,False,,2050,,0.0,0,0.0
IT_E_ENS,,False,,2050,,0.0,0,0.0
IT_Wind_Onshore,,True,,2050,,0.0,0,0.0
IT_Wind_Offshore,,True,,2050,,0.0,0,0.0
IT_Solar,,True,,2050,,0.0,0,0.0
IT_Gas,,False,,2050,,0.0,0,0.0
IT_OCGT,,False,,2050,,0.0,0,0.0
MT_E_ENS,,False,,2050,,0.0,0,0.0
MT_Solar,,True,,2050,,0.0,0,0.0
MT_Gas,,False,,2050,,0.0,0,0.0
SI_E_ENS,,False,,2050,,0.0,0,0.0
SI_Wind_Onshore,,True,,2050,,0.0,0,0.0
SI_Wind_Offshore,,False,,2050,,0.0,0,0.0
SI_Solar,,True,,2050,,0.0,0,0.0
SI_Nuclear,,False,,2050,,0.0,0,0.0
SI_Coal,,False,,2050,,0.0,0,0.0
SI_Gas,,False,,2050,,0.0,0,0.0
SI_OCGT,,False,,2050,,0.0,0,0.0
HU_E_ENS,,False,,2050,,0.0,0,0.0
HU_Wind_Onshore,,True,,2050,,0.0,0,0.0
HU_Solar,,True,,2050,,0.0,0,0.0
HU_Nuclear,,False,,2050,,0.0,0,0.0
HU_Gas,,False,,2050,,0.0,0,0.0
HU_OCGT,,False,,2050,,0.0,0,0.0
SK_E_ENS,,False,,2050,,0.0,0,0.0
SK_Wind_Onshore,,True,,2050,,0.0,0,0.0
SK_Solar,,True,,2050,,0.0,0,0.0
SK_Nuclear,,False,,2050,,0.0,0,0.0
SK_Coal,,False,,2050,,0.0,0,0.0
SK_Gas,,False,,2050,,0.0,0,0.0
LT_E_ENS,,False,,2050,,0.0,0,0.0
LT_Wind_Onshore,,True,,2050,,0.0,0,0.0
LT_Wind_Offshore,,True,,2050,,0.0,0,0.0
LT_Solar,,True,,2050,,0.0,0,0.0
LT_Gas,,False,,2050,,0.0,0,0.0
LV_E_ENS,,False,,2050,,0.0,0,0.0
LV_Wind_Onshore,,True,,2050,,0.0,0,0.0
LV_Wind_Offshore,,True,,2050,,0.0,0,0.0
LV_Solar,,True,,2050,,0.0,0,0.0
LV_Gas,,False,,2050,,0.0,0,0.0
EE_E_ENS,,False,,2050,,0.0,0,0.0
EE_Wind_Onshore,,True,,2050,,0.0,0,0.0
EE_Wind_Offshore,,True,,2050,,0.0,0,0.0
EE_Solar,,True,,2050,,0.0,0,0.0
FI_E_ENS,,False,,2050,,0.0,0,0.0
FI_Wind_Onshore,,True,,2050,,0.0,0,0.0
FI_Wind_Offshore,,True,,2050,,0.0,0,0.0
FI_Solar,,True,,2050,,0.0,0,0.0
FI_Nuclear,,False,,2050,,0.0,0,0.0
FI_Gas,,False,,2050,,0.0,0,0.0
FI_OCGT,,False,,2050,,0.0,0,0.0
HR_E_ENS,,False,,2050,,0.0,0,0.0
HR_Wind_Onshore,,True,,2050,,0.0,0,0.0
HR_Wind_Offshore,,False,,2050,,0.0,0,0.0
HR_Solar,,True,,2050,,0.0,0,0.0
HR_Coal,,False,,2050,,0.0,0,0.0
HR_Gas,,False,,2050,,0.0,0,0.0
GR_E_ENS,,False,,2050,,0.0,0,0.0
GR_Wind_Onshore,,True,,2050,,0.0,0,0.0
GR_Wind_Offshore,,True,,2050,,0.0,0,0.0
GR_Solar,,True,,2050,,0.0,0,0.0
GR_Gas,,False,,2050,,0.0,0,0.0
GR_OCGT,,False,,2050,,0.0,0,0.0
BG_E_ENS,,False,,2050,,0.0,0,0.0
BG_Wind_Onshore,,True,,2050,,0.0,0,0.0
BG_Solar,,True,,2050,,0.0,0,0.0
BG_Nuclear,,False,,2050,,0.0,0,0.0
BG_Coal,,False,,2050,,0.0,0,0.0
BG_Gas,,False,,2050,,0.0,0,0.0
BG_OCGT,,False,,2050,,0.0,0,0.0
RO_E_ENS,,False,,2050,,0.0,0,0.0
RO_Wind_Onshore,,True,,2050,,0.0,0,0.0
RO_Wind_Offshore,,False,,2050,,0.0,0,0.0
RO_Solar,,True,,2050,,0.0,0,0.0
RO_Nuclear,,False,,2050,,0.0,0,0.0
RO_Coal,,False,,2050,,0.0,0,0.0
RO_Gas,,False,,2050,,0.0,0,0.0
RO_OCGT,,False,,2050,,0.0,0,0.0
CY_E_ENS,,False,,2050,,0.0,0,0.0
CY_Wind_Onshore,,True,,2050,,0.0,0,0.0
CY_Solar,,True,,2050,,0.0,0,0.0
CY_Gas,,False,,2050,,0.0,0,0.0
OBZLL_Wind_Offshore,,False,,2050,,0.0,0,0.0
EU_SMR_CCS,,False,,2050,,0.0,0,0.0
BORROW_WATER,,False,,2050,,0.0,0,0.0
NL_Battery,,True,,2050,,0.0,0,0.0
BE_Battery,,True,,2050,,0.0,0,0.0
DE_Battery,,True,,2050,,0.0,0,0.0
UK_Battery,,True,,2050,,0.0,0,0.0
IE_Battery,,True,,2050,,0.0,0,0.0
CH_Battery,,True,,2050,,0.0,0,0.0
AT_Battery,,True,,2050,,0.0,0,0.0
CZ_Battery,,True,,2050,,0.0,0,0.0
SE_Battery,,True,,2050,,0.0,0,0.0
ES_Battery,,True,,2050,,0.0,0,0.0
IT_Battery,,True,,2050,,0.0,0,0.0
SI_Battery,,True,,2050,,0.0,0,0.0
HU_Battery,,True,,2050,,0.0,0,0.0
LT_Battery,,True,,2050,,0.0,0,0.0
FI_Battery,,True,,2050,,0.0,0,0.0
HR_Battery,,True,,2050,,0.0,0,0.0
GR_Battery,,True,,2050,,0.0,0,0.0
RO_Battery,,True,,2050,,0.0,0,0.0
CY_Battery,,True,,2050,,0.0,0,0.0
DK_Battery,,True,,2050,,0.0,0,0.0
BG_Battery,,True,,2050,,0.0,0,0.0
FR_Battery,,True,,2050,,0.0,0,0.0
LV_Battery,,True,,2050,,0.0,0,0.0
PT_Battery,,True,,2050,,0.0,0,0.0
SK_Battery,,True,,2050,,0.0,0,0.0
